Type,Manufacturer,Range,Panel Radiator Type,Column Style,Material,Height,Width,Sections / Elements,Cols,Manu. Part Number,Heat Output Watts (dT50),Heat Output Btu/hr (1),n coefficient Strategy,n coefficient
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,500,10,6,6035,640,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,550,11,6,6035,704,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,600,12,6,6035,768,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,650,13,6,6035,832,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,700,14,6,6035,896,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,750,15,6,6035,960,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,800,16,6,6035,1024,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,850,17,6,6035,1088,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,900,18,6,6035,1152,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,950,19,6,6035,1216,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1000,20,6,6035,1280,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1050,21,6,6035,1344,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1100,22,6,6035,1408,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1150,23,6,6035,1472,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1200,24,6,6035,1536,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1250,25,6,6035,1600,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1300,26,6,6035,1664,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1350,27,6,6035,1728,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1400,28,6,6035,1792,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1450,29,6,6035,1856,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1500,30,6,6035,1920,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1550,31,6,6035,1984,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1600,32,6,6035,2048,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1650,33,6,6035,2112,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1700,34,6,6035,2176,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1750,35,6,6035,2240,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1800,36,6,6035,2304,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1850,37,6,6035,2368,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1900,38,6,6035,2432,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1950,39,6,6035,2496,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2000,40,6,6035,2560,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2050,41,6,6035,2624,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2100,42,6,6035,2688,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2150,43,6,6035,2752,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2200,44,6,6035,2816,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2250,45,6,6035,2880,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2300,46,6,6035,2944,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2350,47,6,6035,3008,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2400,48,6,6035,3072,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2450,49,6,6035,3136,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2500,50,6,6035,3200,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,200,4,2,2040,131,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,250,5,2,2040,163,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,300,6,2,2040,196,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,350,7,2,2040,228,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,400,8,2,2040,261,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,450,9,2,2040,294,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,500,10,2,2040,326,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,550,11,2,2040,359,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,600,12,2,2040,392,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,650,13,2,2040,424,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,700,14,2,2040,457,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,750,15,2,2040,489,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,800,16,2,2040,522,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,850,17,2,2040,555,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,900,18,2,2040,587,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,950,19,2,2040,620,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1000,20,2,2040,653,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1050,21,2,2040,685,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1100,22,2,2040,718,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1150,23,2,2040,750,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1200,24,2,2040,783,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1250,25,2,2040,816,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1300,26,2,2040,848,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1350,27,2,2040,881,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1400,28,2,2040,914,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1450,29,2,2040,946,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1500,30,2,2040,979,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1550,31,2,2040,1012,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1600,32,2,2040,1044,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1650,33,2,2040,1077,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1700,34,2,2040,1109,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1750,35,2,2040,1142,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1800,36,2,2040,1175,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1850,37,2,2040,1207,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1900,38,2,2040,1240,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1950,39,2,2040,1273,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2000,40,2,2040,1305,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2050,41,2,2040,1338,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2100,42,2,2040,1370,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2150,43,2,2040,1403,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2200,44,2,2040,1436,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2250,45,2,2040,1468,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2300,46,2,2040,1501,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2350,47,2,2040,1534,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2400,48,2,2040,1566,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2450,49,2,2040,1599,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2500,50,2,2040,1632,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,200,4,3,3040,182,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,250,5,3,3040,228,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,300,6,3,3040,273,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,350,7,3,3040,319,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,400,8,3,3040,364,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,450,9,3,3040,410,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,500,10,3,3040,455,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,550,11,3,3040,501,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,600,12,3,3040,546,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,650,13,3,3040,592,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,700,14,3,3040,637,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,750,15,3,3040,683,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,800,16,3,3040,728,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,850,17,3,3040,774,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,900,18,3,3040,819,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,950,19,3,3040,865,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1000,20,3,3040,910,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1050,21,3,3040,956,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1100,22,3,3040,1001,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1150,23,3,3040,1047,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1200,24,3,3040,1092,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1250,25,3,3040,1138,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1300,26,3,3040,1184,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1350,27,3,3040,1229,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1400,28,3,3040,1275,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1450,29,3,3040,1320,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1500,30,3,3040,1366,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1550,31,3,3040,1411,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1600,32,3,3040,1457,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1650,33,3,3040,1502,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1700,34,3,3040,1548,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1750,35,3,3040,1593,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1800,36,3,3040,1639,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1850,37,3,3040,1684,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1900,38,3,3040,1730,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1950,39,3,3040,1775,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2000,40,3,3040,1821,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2050,41,3,3040,1866,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2100,42,3,3040,1912,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2150,43,3,3040,1957,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2200,44,3,3040,2003,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2250,45,3,3040,2048,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2300,46,3,3040,2094,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2350,47,3,3040,2139,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2400,48,3,3040,2185,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2450,49,3,3040,2230,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2500,50,3,3040,2276,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,200,4,4,4040,234,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,250,5,4,4040,292,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,300,6,4,4040,350,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,350,7,4,4040,409,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,400,8,4,4040,467,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,450,9,4,4040,526,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,500,10,4,4040,584,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,550,11,4,4040,642,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,600,12,4,4040,701,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,650,13,4,4040,759,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,700,14,4,4040,818,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,750,15,4,4040,876,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,800,16,4,4040,934,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,850,17,4,4040,993,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,900,18,4,4040,1051,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,950,19,4,4040,1110,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1000,20,4,4040,1168,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1050,21,4,4040,1226,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1100,22,4,4040,1285,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1150,23,4,4040,1343,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1200,24,4,4040,1402,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1250,25,4,4040,1460,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1300,26,4,4040,1518,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1350,27,4,4040,1577,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1400,28,4,4040,1635,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1450,29,4,4040,1694,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1500,30,4,4040,1752,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1550,31,4,4040,1810,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1600,32,4,4040,1869,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1650,33,4,4040,1927,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1700,34,4,4040,1986,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1750,35,4,4040,2044,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1800,36,4,4040,2102,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1850,37,4,4040,2161,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1900,38,4,4040,2219,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1950,39,4,4040,2278,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2000,40,4,4040,2336,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2050,41,4,4040,2394,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2100,42,4,4040,2453,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2150,43,4,4040,2511,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2200,44,4,4040,2570,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2250,45,4,4040,2628,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2300,46,4,4040,2686,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2350,47,4,4040,2745,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2400,48,4,4040,2803,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2450,49,4,4040,2862,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2500,50,4,4040,2920,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,200,4,5,5040,287,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,250,5,5,5040,359,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,300,6,5,5040,431,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,350,7,5,5040,503,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,400,8,5,5040,575,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,450,9,5,5040,647,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,500,10,5,5040,719,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,550,11,5,5040,791,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,600,12,5,5040,862,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,650,13,5,5040,934,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,700,14,5,5040,1006,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,750,15,5,5040,1078,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,800,16,5,5040,1150,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,850,17,5,5040,1222,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,900,18,5,5040,1294,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,950,19,5,5040,1366,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1000,20,5,5040,1437,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1050,21,5,5040,1509,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1100,22,5,5040,1581,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1150,23,5,5040,1653,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1200,24,5,5040,1725,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1250,25,5,5040,1797,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1300,26,5,5040,1869,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1350,27,5,5040,1940,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1400,28,5,5040,2012,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1450,29,5,5040,2084,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1500,30,5,5040,2156,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1550,31,5,5040,2228,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1600,32,5,5040,2300,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1650,33,5,5040,2372,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1700,34,5,5040,2444,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1750,35,5,5040,2515,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1800,36,5,5040,2587,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1850,37,5,5040,2659,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1900,38,5,5040,2731,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1950,39,5,5040,2803,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2000,40,5,5040,2875,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2050,41,5,5040,2947,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2100,42,5,5040,3019,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2150,43,5,5040,3090,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2200,44,5,5040,3162,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2250,45,5,5040,3234,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2300,46,5,5040,3306,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2350,47,5,5040,3378,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2400,48,5,5040,3450,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2450,49,5,5040,3522,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,2500,50,5,5040,3594,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,200,4,6,6040,341,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,250,5,6,6040,427,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,300,6,6,6040,512,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,350,7,6,6040,597,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,400,8,6,6040,683,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,450,9,6,6040,768,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,500,10,6,6040,853,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,550,11,6,6040,939,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,600,12,6,6040,1024,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,650,13,6,6040,1109,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,700,14,6,6040,1195,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,750,15,6,6040,1280,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,800,16,6,6040,1365,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,850,17,6,6040,1451,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,900,18,6,6040,1536,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,950,19,6,6040,1621,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1000,20,6,6040,1707,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1050,21,6,6040,1792,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1100,22,6,6040,1877,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1150,23,6,6040,1963,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1200,24,6,6040,2048,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1250,25,6,6040,2133,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1300,26,6,6040,2219,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1350,27,6,6040,2304,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,400,1400,28,6,6040,2389,,,1.26
